crop_type,region,season,soil_type,irrigation_method,temperature_C,humidity_percent,rainfall_mm,leaf_wetness_hrs,soil_pH,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,days_since_last_rain,plant_age_days,pesticide_applied,fertilizer_kg_ha,disease_label
Rice,,,,Sprinkler,32.03829938354277,72.85174784756911,21.985196964533994,3.4763682451473734,7.298096783943823,118.2965809294494,,42.056591939405685,29.0,63.0,1.0,28.96980624876173,Fungal
rice,West,,Silty,,27.2601922350957,75.30764831494443,29.962214680339564,11.535250250511176,,155.84045464675592,53.26534248193559,102.23712491875487,1.0,111.0,1.0,47.52171584319767,Bacterial
WHEAT,,RABI,Clay,Sprinkler,33.170291879152394,48.072353361171736,15.067279287760496,6.486264987281384,,169.1202558328022,33.44492180651531,83.06712850233886,34.0,35.0,0.0,11.119220282784433,Pest Damage
WHEAT,,,loamy,,27.93442975767363,74.9220264998071,27.762479871419735,2.204228836919725,8.747311548434267,135.9202009968994,45.202977787916474,67.8483642547639,28.0,42.0,1.0,60.41541018851517,Fungal
Cotton,,,CLAY,Drip,35.121286819500405,69.28589268819948,50.68451196392666,5.195487763724559,8.222527379830748,111.27692792489569,105.76829241169766,67.06251886626845,17.0,37.0,0.0,74.20658665298458,Pest Damage
Soybean,north,Zaid,,drip,32.42533709292957,80.55965580598536,50.13425386820504,12.497425766319086,5.996746433671397,167.44945932797356,36.710531894344555,80.50087541126307,34.0,26.0,1.0,45.71399998112928,Fungal
Rice,West,Rabi,Sandy,Rainfed,37.35889469270084,54.58105018884885,102.18710975536845,,6.28694940336901,44.2046267707578,79.18436728287094,56.35931168951668,26.0,119.0,0.0,44.45198037466359,Pest Damage
maize,SOUTH,,,Sprinkler,22.153895396010498,46.86447003287171,79.24642923929986,5.705812378099427,5.620477351391747,73.45054944779008,57.78035054336143,93.90417460435947,50.0,28.0,0.0,43.2924271454269,Healthy
Cotton,North,Zaid,sandy,drip,29.29578253380478,72.8123937351829,168.27074991558365,14.895755898222943,7.76897027219798,143.11057991386875,52.856960166944084,56.46588853468556,4.0,98.0,0.0,41.280121440224136,Bacterial
Rice,West,RABI,,,27.600990508209808,89.9076949360778,36.192253540227455,16.54599276713759,6.141923477723594,194.2279337112902,93.77941378313797,82.0888142769224,4.0,49.0,0.0,53.79754696535467,Fungal
cotton,Central,Zaid,Sandy,,24.037323152481516,78.99998423158864,20.467350628688852,5.789901329344236,6.2480231907302,140.47610988259467,61.85474247526896,94.03429953219383,50.0,51.0,0.0,73.72096158618746,Fungal
Wheat,SOUTH,Rabi,CLAY,Flood,30.320612016675085,72.38906956406893,10.98263807619593,11.331390891805924,6.487050737929732,125.5429095957907,78.65387741526547,,,60.0,0.0,86.61885721579338,Bacterial
Cotton,East,Kharif,sandy,,32.08685207393937,90.9228491099068,11.186935530031565,18.34960207249783,,,107.98070536654289,96.0709937769955,21.0,72.0,1.0,76.32834973207748,Bacterial
Wheat,South,kharif,Clay,drip,27.5358130883376,65.14567290400163,6.544263120547933,16.557702206496675,5.241687424669423,136.68627156615224,55.818745628119764,88.200816425882,,55.0,1.0,51.85112019966175,Healthy
Wheat,north,kharif,,Flood,24.99187501945495,83.49162821034622,51.88257407870609,1.6629773984085903,7.997187584786814,154.74287416225653,69.47048656968573,87.27916161304007,24.0,32.0,1.0,72.34428351717054,Healthy
cotton,SOUTH,Rabi,loamy,drip,29.8505496427464,67.84533537337,42.480681212794096,8.641699294402194,8.339619667757376,142.46228631498718,74.09062900785753,87.1837039903213,3.0,28.0,1.0,47.10344124324477,Bacterial
Wheat,Central,Zaid,Silty,Sprinkler,33.874094411275344,95.78949952173488,13.82907211477537,17.358616605131573,5.88618501706622,121.88454298191134,,31.423484712718903,45.0,66.0,1.0,41.55445118765999,Bacterial
Cotton,,kharif,CLAY,FLOOD,39.36649487623683,62.89746215182982,89.07591442787675,4.306499770147496,7.908827371124751,151.0051666098176,69.84105962324418,98.16252472681626,32.0,68.0,1.0,69.63734480757739,Pest Damage
WHEAT,SOUTH,,CLAY,Sprinkler,29.122713252767305,66.99472778182427,32.14405658203089,4.702252381484806,6.031277374096298,129.15101406943114,82.55968857761417,70.84614540212212,26.0,89.0,0.0,70.93763696829348,Bacterial
Wheat,Central,Kharif,,Drip,35.18734092998939,41.551111637770894,2.860657660031902,15.124120986778173,7.883324854655968,135.3013261977038,75.65117033819118,86.76103045326546,57.0,34.0,1.0,51.6269049812122,Pest Damage
Rice,Central,Zaid,sandy,,33.845322852141685,61.17888103045997,2.5368053344523105,6.8100228859216845,7.648815396252985,149.1227424514021,62.33890161318787,95.8471255106875,22.0,90.0,0.0,44.70873197821583,Bacterial
maize,SOUTH,Kharif,,,26.52945372534088,53.72816091591338,6.181421158671016,7.770010253237989,5.591309857382784,91.97734387539546,2.333331119411845,71.36646196637403,37.0,86.0,0.0,32.906437375278436,Healthy
WHEAT,West,,,Flood,32.171944403007544,56.79103196223132,9.492912547445801,12.547574861746916,6.785094491110841,,31.078589401967847,73.75527931040864,52.0,82.0,0.0,33.60074013112492,Healthy
Cotton,South,Rabi,CLAY,,34.22159544260696,72.88769378342353,87.3698098921216,18.013934808021148,7.343907139476134,,96.69184812443237,73.45705249834961,3.0,101.0,0.0,41.233880464396854,Bacterial
Cotton,,Zaid,Sandy,drip,36.333047105177215,86.62741275664783,60.28398662237794,11.958932725751293,8.184287704217777,83.97808612067922,40.90473943610243,98.40512408743209,36.0,40.0,0.0,,Bacterial
maize,North,kharif,loamy,FLOOD,26.07326525028063,,9.01204203259507,21.44224514009636,8.388898790249774,87.30859766376062,83.3557392450421,106.94776743797792,53.0,80.0,0.0,31.194007479699955,Healthy
Wheat,South,Rabi,,Rainfed,27.219891249458666,82.51878297178033,11.426955727802326,2.5593796494283847,7.925906907298725,101.22414775006929,35.47796308543538,92.72271748540196,52.0,80.0,1.0,34.48995874847232,Fungal
Wheat,Central,,Loamy,,39.43378020847861,81.72672443759893,,18.099581474641948,,151.24890357446805,40.73199046454834,,28.0,119.0,1.0,39.48703793747738,Pest Damage
cotton,,,CLAY,drip,28.80754276076548,76.27938814206428,82.0802378619504,13.047316643142187,6.763433137700526,114.12932875682517,73.60081931126811,129.95066422285964,0.0,109.0,0.0,47.812871311981915,Fungal
WHEAT,East,,,drip,27.35263862101534,77.40597879257948,15.234556001843814,19.60047632612534,6.531861708364526,123.8989135507309,,96.4892310308698,41.0,82.0,1.0,30.40297764983493,Fungal
cotton,SOUTH,Zaid,Clay,,24.466715626025927,73.23935785225957,29.819457588736302,7.593678263428373,5.52502137938237,129.25249572693107,73.01411970511917,137.20773272083366,,28.0,0.0,39.30377215000333,Fungal
Maize,South,Rabi,CLAY,drip,22.412000926334404,56.02261040382138,88.428523137642,11.570434726915835,6.853878993097102,138.93494264951323,67.13167758707797,79.66684473105433,3.0,85.0,1.0,60.54486774390558,Healthy
Cotton,north,,,FLOOD,26.13318933131801,76.68183701635948,,19.766345274813858,6.095642831177286,135.03411525872966,32.787270620222145,102.88141142798551,17.0,109.0,1.0,40.62455071838702,Fungal
rice,SOUTH,Zaid,,FLOOD,,72.03308279277267,88.84369131843951,,6.0684127928291005,122.02442747349819,17.442123405186294,91.28483738554692,45.0,36.0,1.0,49.670348927999704,Fungal
Rice,,Kharif,Clay,FLOOD,29.291873190995183,,13.03329726142146,9.023771282829296,5.359210238408328,115.84760215963611,51.35154671320646,153.05575497886883,6.0,43.0,,52.65573170229792,Healthy
cotton,north,,Sandy,Sprinkler,25.452792542756832,63.045489594909874,46.96803645846691,19.73270388544236,6.248085104945515,152.83607582532878,63.09096195395303,50.287067162369866,0.0,99.0,0.0,53.3344755238688,Bacterial
Wheat,,kharif,Loamy,drip,26.17652832215313,86.38782847480238,4.842101710660277,16.3775623170045,5.3963547154574,105.21348964927985,58.96397396264672,,28.0,47.0,0.0,45.1241774361154,Fungal
Wheat,South,kharif,Clay,,34.703382123021555,48.00778440168729,38.30616678983833,9.826308562136546,8.190984513498664,160.80401193542207,104.21665172685958,48.31837880811911,56.0,31.0,0.0,39.68512098958011,Pest Damage
rice,,,Clay,Sprinkler,32.94219648815115,56.49377427322638,,23.272931781612765,6.389201275337457,102.87558209283668,29.158086443898434,49.79436147552893,12.0,94.0,1.0,,Pest Damage
Rice,South,Rabi,CLAY,drip,26.21424251594651,64.82191004481318,48.3567760023042,0.7414637063161473,7.1649911078681345,111.48995890093735,53.90630432424791,102.39664093474313,54.0,80.0,1.0,8.703589695643757,Healthy
Maize,,RABI,Silty,Flood,33.94514921896358,71.67037233083344,-1.0,9.18390933058945,4.979277548276655,141.24954692805858,93.40713020673428,33.597421553242484,25.0,47.0,0.0,36.37395550127178,Bacterial
cotton,East,Kharif,Silty,drip,30.737860967621323,78.90399357333276,43.814335819255426,7.366863487330184,6.394099703548403,190.95863854464926,73.01608180648954,5.821226566876632,23.0,80.0,1.0,67.98156028567351,Fungal
cotton,South,Kharif,Sandy,Rainfed,34.360110273103764,58.20950388904906,49.311236779122225,22.458250753662412,4.706941971702353,61.91440758976656,38.1144451880617,110.02720098852063,27.0,40.0,0.0,25.776740816527823,Pest Damage
cotton,South,Zaid,sandy,Sprinkler,26.30607438114444,49.2929724043319,77.84017447756901,2.3868776665024436,7.878529799483893,145.9742356465238,15.698188538457785,141.75239509510172,51.0,46.0,1.0,43.23239214082504,Healthy
Wheat,West,RABI,Sandy,FLOOD,27.689024260278625,77.45155186696607,46.471872726744586,15.072586799569851,6.445719662144872,134.17898878055544,52.14390926186021,93.9186550223924,5.0,117.0,1.0,96.80043895427102,Bacterial
rice,East,,loamy,Flood,28.78255399294953,64.58528242813615,29.598172159307886,17.19907260846727,7.105009640437802,106.39925593741293,39.76647866777225,98.46711571462139,8.0,87.0,1.0,66.40738585850116,Bacterial
maize,West,RABI,Loamy,,26.044596485393345,49.09024102929382,61.32865103459117,4.420219776677103,5.888785453178071,130.77531252337707,51.10086952137851,65.48826958058034,36.0,68.0,1.0,60.791127092354856,Healthy
Wheat,East,RABI,Silty,Sprinkler,25.51496130990669,62.916927651504544,13.387211632273894,3.5987403387216164,6.970857432264453,83.97279392338734,105.74706500330795,38.42462378352012,26.0,41.0,0.0,49.07735792114738,Healthy
maize,,Kharif,CLAY,Flood,29.004753315905692,79.35529984958036,45.26192908274483,1.1479519968755554,,96.21338239724619,39.748623319459504,89.19922374340379,58.0,99.0,1.0,63.33903148913831,Bacterial
Maize,,Zaid,,,34.65309352505791,79.51852658121017,51.570731837562306,3.8130048114669046,6.88917202405937,132.83968034985944,47.06363873285072,92.92527805975777,36.0,81.0,0.0,75.47725412755922,Bacterial
rice,north,,sandy,Drip,30.887508657400303,79.76649381162083,19.93883707136505,19.397160870289103,6.207972493099812,,78.27118082967382,64.0341660755226,53.0,87.0,1.0,66.23521199296644,Fungal
Cotton,,Rabi,Sandy,FLOOD,33.910355278212016,,180.27283154716383,22.654947994900137,6.111771902884387,124.53003969548062,65.8868304691417,46.26607834257453,30.0,88.0,0.0,76.18322166947968,Bacterial
Wheat,,Rabi,CLAY,,34.58993816493686,80.8592465560446,17.607834838467628,21.63413378641585,4.813107752416812,100.08549422797574,89.9757416277223,82.77692955652596,43.0,72.0,1.0,50.743355867962606,Fungal
Soybean,SOUTH,kharif,Silty,drip,30.531543319710757,72.94631944105937,3.5310107700165867,8.767315098420177,6.5026095271395,106.39875873944459,76.3735377319726,,55.0,26.0,1.0,42.51912614890747,Bacterial
rice,Central,RABI,,Sprinkler,22.89237511134512,50.707660766049216,14.466028073432451,17.42101222843435,6.636790691513384,152.2745723125422,46.19645318317006,101.0430503056547,51.0,,1.0,26.06801768946932,Healthy
WHEAT,Central,,,Drip,35.82795754826162,,4.189412361604706,19.849048100020397,7.206762536371205,85.04663233565238,70.29411773840691,50.07833942187388,19.0,27.0,1.0,59.34098265819463,Pest Damage
cotton,SOUTH,,CLAY,Rainfed,28.12638492584333,65.91336337731963,16.57846770050193,19.499651724783156,7.140801333896668,118.98571909996663,62.32837283123149,56.7565774933323,20.0,72.0,1.0,59.93683321962279,Healthy
rice,,,Silty,,23.68383969682939,79.8395646000326,5.472803584363037,1.5044387031631032,6.1506327774573615,134.3558696861183,24.798819087876808,59.358047524803524,28.0,57.0,1.0,40.23562765999628,Fungal
Soybean,East,,,Rainfed,,58.443740824611844,23.159529590361124,5.155928963939105,7.292720213049694,127.74116391596175,103.24115903962681,75.15154764883484,23.0,99.0,0.0,49.09279627081354,Healthy
maize,north,Kharif,loamy,Flood,35.83405018844701,65.36584811598577,60.19869640398659,22.534678336806618,7.96263303053491,102.25008184530463,38.797438727969,49.4084344949476,39.0,89.0,0.0,19.81369992838782,Healthy
Wheat,north,RABI,sandy,Rainfed,28.577954597944075,74.75778175977865,2.7930024107072917,17.75774798730451,8.172345711393913,130.95870145928728,57.84820198308559,45.22120757825538,3.0,47.0,0.0,26.555281810958636,Fungal
maize,East,kharif,CLAY,Sprinkler,27.800026912621757,,33.1227633369889,20.024457714939498,6.009356968596877,89.10879459985514,,68.69269012267941,12.0,111.0,0.0,42.995099037587075,Healthy
maize,Central,kharif,,drip,33.98199246675182,60.481944604945454,1.7926812250245352,12.338957913685846,6.573658773249747,105.39196531278346,62.33578847057429,73.19945718124352,35.0,14.0,0.0,44.321093128211004,Pest Damage
Cotton,north,Zaid,loamy,FLOOD,23.12450263513288,65.94720302337403,86.3772153612681,9.43334516329507,7.296431442861405,167.7209048624638,63.861169148710026,63.919502025134555,47.0,66.0,1.0,33.45715739682786,Healthy
maize,South,RABI,CLAY,,21.851456451435023,83.78673841249673,101.72651264613961,15.62936767153835,5.339711770299437,139.18131579036248,71.57190186358366,97.75436210702736,44.0,110.0,0.0,15.888739807431456,Fungal
Cotton,North,,,Rainfed,29.120601050235305,65.62547036754026,27.119139846201776,11.348561371094867,6.592201345763173,120.08284468274498,50.48597907033317,74.32593898657703,55.0,91.0,1.0,59.8511093119453,Fungal
rice,North,,Loamy,,22.028186988772518,47.90836377613768,58.6535511057367,8.970290703282917,6.096639319010593,133.49827413231276,81.64377313541672,82.72825656426956,9.0,64.0,1.0,83.09778686683839,Healthy
maize,West,kharif,,,21.79538850563705,59.720931376816026,35.94893140917635,8.349013518889233,7.218925143440176,95.81400409778135,46.42128876126321,100.98733123459633,20.0,49.0,1.0,73.19854065288578,Healthy
WHEAT,SOUTH,,,Sprinkler,29.320179787069435,79.59958965170085,16.660812370524678,3.7897678627952676,6.086413816984856,128.43912086100173,49.36477405459551,52.68010364393784,49.0,105.0,1.0,54.20264659194491,Fungal
cotton,North,,CLAY,drip,23.29556705973985,,11.248961363640282,12.705916543386827,6.34698697779546,106.45919858964051,25.598704344681337,116.15969471727945,44.0,,1.0,45.770084761763854,Fungal
rice,SOUTH,RABI,CLAY,Drip,29.37163919107754,85.40145496006605,56.851305603314245,12.4763176973911,5.7643342867438205,102.6013747736471,64.598704369303,116.02213439752668,47.0,99.0,0.0,66.86715291010857,Fungal
WHEAT,north,Kharif,CLAY,Rainfed,26.81985310676603,79.72701044090306,22.48336851521081,14.178469193831289,3.999636607332177,116.28302335484736,90.39889561080184,42.80550216938867,15.0,115.0,1.0,,Fungal
Maize,SOUTH,Kharif,Clay,Sprinkler,33.47340801536389,57.56372425272693,,2.78936772607008,5.855951299801732,101.95953721716741,55.03822391149788,53.63600799977145,53.0,12.0,1.0,57.325584356673325,Bacterial
WHEAT,West,kharif,,,26.071013275898686,62.57608625010344,148.6779025164876,21.9581519394135,,124.23487163202995,95.299399889201,41.45753960106094,50.0,74.0,1.0,16.133099095049886,Healthy
cotton,SOUTH,,Silty,,26.81916525390097,72.61233864523848,9.44878034051968,17.809346955769392,4.905979665455042,132.49515081343304,38.19591809895813,60.92744759554991,52.0,90.0,1.0,70.98298810310831,Fungal
rice,Central,RABI,Clay,drip,40.94981796776228,61.096095844942546,32.93600316656559,3.1431384027036087,6.748853722556435,111.81451783179207,32.846189297213954,56.97337289778953,46.0,83.0,1.0,41.643527660607596,Pest Damage
rice,Central,kharif,Clay,Drip,24.06351039641345,92.10721240681966,30.795448279891016,1.904254650908598,6.595682986861261,34.448461300932706,87.77093946723761,47.41843557167915,30.0,24.0,0.0,53.00972141103206,Fungal
maize,West,,loamy,Flood,,70.57802517653266,81.02810356647396,15.430096140304398,5.847604740402991,93.94210794210167,56.61748592314747,133.38859983229875,55.0,47.0,0.0,34.59090289635004,Bacterial
rice,South,Kharif,,Sprinkler,27.875584666002556,76.29381416722994,46.97461318338958,8.196065268254815,7.3929428642409665,87.5502281762895,40.51578058888323,83.71251098404,58.0,118.0,1.0,63.24242529964049,Fungal
rice,West,Rabi,Clay,Sprinkler,33.46879919510155,71.16292014798249,37.396268202377044,7.657165287538933,6.241690627633592,131.10882919126436,65.25682865991948,84.01283631692642,13.0,12.0,1.0,40.29981435686017,Bacterial
Wheat,SOUTH,Kharif,,Drip,31.874114519185266,86.24624082930434,45.45566565767651,20.159785467126863,6.2981055929414005,98.11090053383427,66.65234410688309,48.02930697805019,17.0,67.0,1.0,107.63879417491677,Bacterial
Wheat,South,Kharif,Silty,Drip,25.439513559815975,77.74278959903587,19.7362961958876,8.283436787632517,7.932602169842014,,78.90484187449113,68.82842151098163,14.0,117.0,1.0,38.72114161425455,Fungal
Wheat,East,kharif,Sandy,FLOOD,31.728823403577685,50.07714726862687,129.04759434684217,15.17236852864448,4.320454811451418,145.19201545854165,53.382070966748,89.87594317759182,0.0,26.0,1.0,38.007024750015205,Pest Damage
Rice,north,kharif,loamy,Drip,,57.721941093244936,2.3741069265736954,12.889788276515976,4.606020800553201,96.58380183661927,32.87831361130317,72.9362965407685,32.0,14.0,0.0,67.18099973096139,Healthy
Rice,South,kharif,,Sprinkler,26.076729944238057,55.685839257268675,1.1824663044370367,6.311217182162664,8.087379643836856,126.0859157800473,54.529508886815414,116.75243456480743,48.0,58.0,1.0,60.89059030084503,Healthy
Maize,West,RABI,,FLOOD,36.58785147302068,48.23465271711836,21.486081455761283,7.9593617095964255,7.641912690001348,101.46590441226424,59.60630450176683,84.27197919177162,31.0,103.0,0.0,86.45914464228647,Bacterial
cotton,,Rabi,,,33.41500733266873,45.155568238713045,6.716677603266734,22.63662935771301,7.518318783328945,105.86850582486717,82.52836563374231,114.25531700825988,10.0,54.0,1.0,54.10100966493535,Pest Damage
rice,West,kharif,Sandy,,28.12823989852403,63.76135941575834,31.480764206402657,7.952948956798358,9.367069521252944,85.09328235549367,29.829983345770145,110.20923362188259,58.0,,1.0,91.78776300706102,Healthy
